Date,CDI
20130102,000000692                                                               
20130103,000000692                                                               
20130104,000000693                                                               
20130107,000000692                                                               
20130108,000000691                                                               
20130109,000000690                                                               
20130110,000000691                                                               
20130111,000000692                                                               
20130114,000000693                                                               
20130115,000000694                                                               
20130116,000000694                                                               
20130117,000000694                                                               
20130118,000000692                                                               
20130121,000000693                                                               
20130122,000000693                                                               
20130123,000000693                                                               
20130124,000000693                                                               
20130125,000000694                                                               
20130128,000000694                                                               
20130129,000000695                                                               
20130130,000000695                                                               
20130131,000000695                                                               
20130201,000000695                                                               
20130204,000000696                                                               
20130205,000000696                                                               
20130206,000000696                                                               
20130207,000000695                                                               
20130208,000000695                                                               
20130213,000000695                                                               
20130214,000000694                                                               
20130215,000000694                                                               
20130218,000000694                                                               
20130219,000000693                                                               
20130220,000000695                                                               
20130221,000000695                                                               
20130222,000000696                                                               
20130225,000000700                                                               
20130226,000000698                                                               
20130227,000000698                                                               
20130228,000000698                                                               
20130301,000000698                                                               
20130304,000000699                                                               
20130305,000000699                                                               
20130306,000000699                                                               
20130307,000000699                                                               
20130308,000000699                                                               
20130311,000000699                                                               
20130312,000000699                                                               
20130313,000000699                                                               
20130314,000000699                                                               
20130315,000000699                                                               
20130318,000000699                                                               
20130319,000000699                                                               
20130320,000000699                                                               
20130321,000000699                                                               
20130322,000000699                                                               
20130325,000000699                                                               
20130326,000000699                                                               
20130327,000000699                                                               
20130328,000000701                                                               
20130401,000000702                                                               
20130402,000000702                                                               
20130403,000000701                                                               
20130404,000000701                                                               
20130405,000000701                                                               
20130408,000000701                                                               
20130409,000000701                                                               
20130410,000000701                                                               
20130411,000000701                                                               
20130412,000000701                                                               
20130415,000000701                                                               
20130416,000000700                                                               
20130417,000000700                                                               
20130418,000000724                                                               
20130419,000000724                                                               
20130422,000000724                                                               
20130423,000000724                                                               
20130424,000000724                                                               
20130425,000000724                                                               
20130426,000000723                                                               
20130429,000000723                                                               
20130430,000000723                                                               
20130502,000000723                                                               
20130503,000000723                                                               
20130506,000000724                                                               
20130507,000000724                                                               
20130508,000000723                                                               
20130509,000000724                                                               
20130510,000000723                                                               
20130513,000000722                                                               
20130514,000000722                                                               
20130515,000000722                                                               
20130516,000000722                                                               
20130517,000000722                                                               
20130520,000000722                                                               
20130521,000000722                                                               
20130522,000000722                                                               
20130523,000000722                                                               
20130524,000000722                                                               
20130527,000000722                                                               
20130528,000000722                                                               
20130529,000000722                                                               
20130531,000000772                                                               
20130603,000000772                                                               
20130604,000000772                                                               
20130605,000000772                                                               
20130606,000000772                                                               
20130607,000000772                                                               
20130610,000000772                                                               
20130611,000000772                                                               
20130612,000000772                                                               
20130613,000000772                                                               
20130614,000000772                                                               
20130617,000000772                                                               
20130618,000000772                                                               
20130619,000000772                                                               
20130620,000000772                                                               
20130621,000000772                                                               
20130624,000000772                                                               
20130625,000000772                                                               
20130626,000000772                                                               
20130627,000000772                                                               
20130628,000000772                                                               
20130701,000000772                                                               
20130702,000000772                                                               
20130703,000000772                                                               
20130704,000000772                                                               
20130705,000000772                                                               
20130708,000000772                                                               
20130709,000000772                                                               
20130710,000000772                                                               
20130711,000000822                                                               
20130712,000000822                                                               
20130715,000000822                                                               
20130716,000000822                                                               
20130717,000000822                                                               
20130718,000000822                                                               
20130719,000000822                                                               
20130722,000000822                                                               
20130723,000000822                                                               
20130724,000000822                                                               
20130725,000000822                                                               
20130726,000000822                                                               
20130729,000000822                                                               
20130730,000000822                                                               
20130731,000000822                                                               
20130801,000000823                                                               
20130802,000000823                                                               
20130805,000000822                                                               
20130806,000000822                                                               
20130807,000000822                                                               
20130808,000000822                                                               
20130809,000000822                                                               
20130812,000000822                                                               
20130813,000000822                                                               
20130814,000000822                                                               
20130815,000000822                                                               
20130816,000000822                                                               
20130819,000000822                                                               
20130820,000000822                                                               
20130821,000000822                                                               
20130822,000000822                                                               
20130823,000000822                                                               
20130826,000000822                                                               
20130827,000000822                                                               
20130828,000000822                                                               
20130829,000000872                                                               
20130830,000000872                                                               
20130902,000000872                                                               
20130904,000000872                                                               
20130905,000000872                                                               
20130906,000000872                                                               
20130909,000000872                                                               
20130910,000000872                                                               
20130911,000000872                                                               
20130912,000000872                                                               
20130913,000000872                                                               
20130916,000000872                                                               
20130917,000000872                                                               
20130918,000000872                                                               
20130919,000000871                                                               
20130920,000000870                                                               
20130923,000000870                                                               
20130924,000000870                                                               
20130925,000000881                                                               
20130926,000000872                                                               
20130927,000000871                                                               
20130930,000000871                                                               
20131001,000000871                                                               
20131002,000000870                                                               
20131003,000000870                                                               
20131004,000000883                                                               
20131007,000000881                                                               
20131008,000000881                                                               
20131009,000000885                                                               
20131010,000000936                                                               
20131011,000000932                                                               
20131014,000000935                                                               
20131015,000000935                                                               
20131016,000000935                                                               
20131017,000000935                                                               
20131018,000000932                                                               
20131021,000000935                                                               
20131022,000000935                                                               
20131023,000000932                                                               
20131024,000000932                                                               
20131025,000000932                                                               
20131028,000000932                                                               
20131029,000000932                                                               
20131030,000000932                                                               
20131031,000000932                                                               
20131101,000000932                                                               
20131104,000000928                                                               
20131105,000000928                                                               
20131106,000000928                                                               
20131107,000000928                                                               
20131108,000000928                                                               
20131111,000000928                                                               
20131112,000000928                                                               
20131113,000000928                                                               
20131114,000000928                                                               
20131118,000000928                                                               
20131119,000000928                                                               
20131120,000000928                                                               
20131121,000000928                                                               
20131122,000000928                                                               
20131125,000000928                                                               
20131126,000000928                                                               
20131127,000000928                                                               
20131128,000000977                                                               
20131129,000000977                                                               
20131202,000000977                                                               
20131203,000000977                                                               
20131204,000000977                                                               
20131205,000000977                                                               
20131206,000000976                                                               
20131209,000000985                                                               
20131210,000000977                                                               
20131211,000000977                                                               
20131212,000000977                                                               
20131213,000000977                                                               
20131216,000000985                                                               
20131217,000000977                                                               
20131218,000000977                                                               
20131219,000000977                                                               
20131220,000000977                                                               
20131223,000000977                                                               
20131224,000000977                                                               
20131226,000000977                                                               
20131227,000000977                                                               
20131230,000000977                                                               
20131231,000000977                                                               
